CMS Certification Number (CCN),Facility Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Urban,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Chain Name,Chain ID,Number of Facilities in Chain,Chain Average Overall 5-star Rating,Chain Average Health Inspection Rating,Chain Average Staffing Rating,Chain Average QM Rating,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2/3 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2/3 Number of Complaint Health Deficiencies,Rating Cycle 2/3 Health Deficiency Score,Rating Cycle 2/3 Number of Health Revisits,Rating Cycle 2/3 Health Revisit Score,Rating Cycle 2/3 Total Health Score,Total Weighted Health Survey Score,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date,EVS_Citation_Count,Dietary_Citation_Count,hk_direct,hk_contract,diet_direct,diet_contract,Overall_Rating,Health_Inspection_Rating,HOT_HOT_EVS,HOT_HOT_Dietary,Priority_Sort,Region
425386,Veterans Victory House,2461 Sidney Road,Walterboro,SC,29488,8435383000,140,Colleton,N,Government - State,220,184.2,,Medicare and Medicaid,N,STATE OF SOUTH CAROLINA COMPTROLLER GENERAL,2007-10-03,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,4,,4,,,2,4,,,,2.21945,0.75216,0.63363,1.38579,3.60524,3.09409,0.38518,0.01925,34.6,,36.7,,2,,1.09891,0.77835,1.80375,0.66834,0.53342,3.00550,2.66443,2.83115,0.95946,0.80827,4.59887,3.94684,2026-05-14,0,0,0,0,0,0,0,2025-02-21,1,1,0,16,1,0,16,4.000,0,0,0.00,0,0,"2461 Sidney Road,Walterboro,SC,29488",32.8912,-80.695,22,2026-08-01,0,0,355924.0,186155.0,538699.0,1338364.0,,,No,No,2,Southeast
425419,Veteran Village,1200 E National Cemetery Road,Florence,SC,29506,8434324600,200,Florence,Y,Government - State,52,52.2,,Medicare and Medicaid,N,STATE OF SOUTH CAROLINA COMPTROLLER GENERAL,2023-02-11,,,,,,,,N,,N,N,N,Both,Yes,4,,4,,4,,4,,,2,3,,,,3.21833,1.72707,0.66027,2.38734,5.60568,5.02319,0.35421,0.03610,,26,,26,,26,1.13207,0.80183,1.85817,0.68850,0.54951,3.09619,2.74482,3.98508,2.13854,0.81758,6.94120,6.21993,2026-02-12,0,0,0,0,0,0,0,2024-10-11,6,5,1,56,1,0,56,14.000,,9,41108.00,0,9,"1200 E National Cemetery Road,Florence,SC,29506",34.1836,-79.748,,2026-08-01,0,0,,,,,,,No,No,4,Southeast
43A136,Michael J Fitzmaurice South Dakota Veterans Home,2500 MINNEKAHTA AVENUE,HOT SPRINGS,SD,57747,6057455127,230,Fall River,N,Government - State,78,51.9,,Medicaid,N,Legal Business Name Not Available,2011-02-11,,,,,,,,N,,N,N,N,Both,Yes,2,,2,,4,,4,,,2,,2,6,6,,,,,,,,,,26,,26,,26,,,,,,,,,,,,,2025-05-01,5,5,0,56,2,28,84,2024-02-15,7,6,1,52,1,0,52,76.000,,1,39293.00,0,1,"2500 MINNEKAHTA AVENUE,HOT SPRINGS,SD,57747",43.438,-103.49,,2026-08-01,0,0,,,,,,,No,No,4,Midwest
445270,TENNESSEE VETERANS HOME,345 COMPTON ROAD,MURFREESBORO,TN,37130,6158958850,740,Rutherford,Y,Government - State,140,97.3,,Medicare and Medicaid,N,TENNESSEE STATE VETERANS HOME BOARD,1991-07-01,TENNESSEE STATE VETERANS' HOME,704,5,3.2,3.2,3.8,3.0,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,3,,4,,,,2.87795,1.46212,0.48981,1.95194,4.82989,3.89436,0.26396,0.04714,67.1,,50.0,,1,,1.28188,0.90794,2.10407,0.77962,0.62223,3.50591,3.10805,3.14714,1.59888,0.53563,5.28165,4.25862,2026-05-06,2,2,0,8,1,0,8,2025-01-30,14,6,9,623,1,0,623,161.750,,1,193155.00,1,2,"345 COMPTON ROAD,MURFREESBORO,TN,37130",35.9098,-86.377,,2026-08-01,0,0,621847.0,311784.0,710238.0,999412.0,3.2,3.2,No,No,2,Southeast
445366,W D BILL MANNING TENNESSEE STATE VETERANS HOME,2865 MAIN STREET,HUMBOLDT,TN,38343,7317848405,260,Gibson,Y,Government - State,140,134.3,,Medicare and Medicaid,N,TENNESSEE STATE VETERANS HOME BOARD,1996-02-15,TENNESSEE STATE VETERANS' HOME,704,5,3.2,3.2,3.8,3.0,N,,N,N,N,Resident,Yes,5,,5,,4,,5,,3,,4,,,,2.48699,1.34730,0.40613,1.75343,4.24043,3.59056,0.27643,0.03314,21.9,,15.4,,0,,1.35208,0.95767,2.21930,0.82231,0.65631,3.69793,3.27827,2.57840,1.39682,0.42106,4.39628,3.72253,2026-06-03,1,1,0,4,1,0,4,2023-10-19,2,2,0,8,1,0,8,5.000,,0,0.00,0,0,"2865 MAIN STREET,HUMBOLDT,TN,38343",35.8174,-88.899,,2026-08-01,0,0,614255.0,296687.0,681817.0,1035893.0,3.2,3.2,No,No,2,Southeast
445484,SENATOR BEN ATCHLEY STATE VETERANS' HOME,ONE VETERANS WAY,KNOXVILLE,TN,37931,8658628100,460,Knox,Y,Government - State,140,127.5,,Medicare and Medicaid,N,TENNESSEE STATE VETERANS HOME BOARD,2007-01-18,TENNESSEE STATE VETERANS' HOME,704,5,3.2,3.2,3.8,3.0,N,,N,N,N,Resident,Yes,5,,5,,2,,4,,1,,4,,,,2.61733,1.17799,0.71646,1.89445,4.51178,4.02019,0.35057,0.02096,42.4,,20.8,,0,,1.29962,0.92051,2.13319,0.79040,0.63084,3.55443,3.15106,2.82308,1.27059,0.77278,4.86645,4.33621,2026-03-11,2,2,0,8,1,0,8,2024-02-14,3,2,1,12,1,0,12,9.000,,0,0.00,0,0,"ONE VETERANS WAY,KNOXVILLE,TN,37931",35.9733,-84.114,22,2026-08-01,0,0,579859.0,335677.0,788330.0,992225.0,3.2,3.2,No,No,2,Southeast
445524,BRIGADIER GENERAL WENDELL H GILBERT TN STATE VETER,250 ARROWOOD DRIVE,CLARKSVILLE,TN,37042,9312454700,620,Montgomery,Y,Government - State,108,98.7,,Medicare and Medicaid,N,TENNESSEE STATE VETERANS HOME BOARD,2016-05-10,TENNESSEE STATE VETERANS' HOME,704,5,3.2,3.2,3.8,3.0,N,,N,Y,N,Resident,Yes,3,,3,,3,,2,,3,,3,,,,3.22112,1.55334,0.56480,2.11815,5.33926,4.64005,0.32051,0.04009,,26,,26,,26,1.20575,0.85402,1.97911,0.73331,0.58527,3.29770,2.92346,3.74481,1.80589,0.65663,6.20733,5.39443,2022-04-08,3,2,1,40,1,0,40,2019-06-12,3,3,0,12,1,0,12,33.000,,0,0.00,0,0,"250 ARROWOOD DRIVE,CLARKSVILLE,TN,37042",36.5799,-87.423,,2026-08-01,0,0,548794.0,279777.0,552652.0,748519.0,3.2,3.2,No,No,2,Southeast
445543,TENNESSEE STATE VETERANS HOME- CLEVELAND,1940 WESTLAND DRIVE,CLEVELAND,TN,37311,4238133600,050,Bradley,Y,Government - State,108,101.7,,Medicare and Medicaid,N,TENNESSEE STATE VETERANS HOME BOARD,2024-02-16,TENNESSEE STATE VETERANS' HOME,704,5,3.2,3.2,3.8,3.0,N,,Y,N,N,Resident,Yes,2,,2,,3,,3,,2,,4,,,,2.94269,1.51991,0.56769,2.08760,5.03030,4.32923,0.34232,0.04999,56.1,,42.9,,0,,1.27834,0.90544,2.09826,0.77746,0.62051,3.49624,3.09948,3.22684,1.66668,0.62251,5.51602,4.74726,2026-01-22,5,5,1,36,1,0,36,2024-02-16,0,0,0,0,0,0,0,27.000,,1,13520.00,0,1,"1940 WESTLAND DRIVE,CLEVELAND,TN,37311",35.144,-84.9,,2026-08-01,0,0,307556.0,140841.0,415564.0,530944.0,3.2,3.2,No,No,2,Southeast
465150,William E Christofferson Salt Lake Veterans Home,700 South Foothill Drive,Salt Lake City,UT,84113,8015841900,170,Salt Lake,Y,For profit - Limited Liability company,81,73.0,,Medicare and Medicaid,N,AVALON CARE CENTER - VA SALT LAKE II LLC,2000-09-21,AVALON HEALTH CARE,57,16,3.4,2.8,3.9,4.2,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,5,,,,2.55349,0.29549,1.53322,1.82871,4.38220,3.96312,1.30008,0.06321,38.5,,29.0,,1,,1.08170,0.76616,1.77550,0.65787,0.52506,2.95844,2.62271,3.30907,0.38292,1.98690,5.67889,5.13580,2026-03-19,4,3,1,44,1,0,44,2024-02-28,5,5,0,20,1,0,20,38.000,,1,8278.00,0,1,"700 South Foothill Drive,Salt Lake City,UT,84113",40.7549,-111.83,,2026-08-01,0,0,287261.0,69611.0,598963.0,498555.0,3.4,2.8,No,No,2,Mountain West
465172,George E. Wahlen Ogden Veterans Home,1102 North 1200 West,Ogden,UT,84404,8013344300,280,Weber,Y,Government - State,120,112.5,,Medicare and Medicaid,N,AVALON CARE CENTER - VA OGDEN LLC,2010-02-03,AVALON HEALTH CARE,57,16,3.4,2.8,3.9,4.2,N,,N,N,N,Resident,Yes,4,,2,,5,,5,,4,,5,,,,3.02320,0.52838,1.50051,2.02889,5.05209,4.45619,0.98041,0.02345,26.7,,14.3,,0,,1.17698,0.83364,1.93188,0.71582,0.57131,3.21901,2.85371,3.60063,0.62930,1.78711,6.01703,5.30732,2024-08-07,9,9,9,52,1,0,52,2022-12-01,3,0,3,154,0,0,154,77.500,,1,12363.00,0,1,"1102 North 1200 West,Ogden,UT,84404",41.2767,-112.01,,2026-08-01,0,0,513014.0,69506.0,859068.0,698296.0,3.4,2.8,No,No,2,Mountain West
465180,Southern Utah Veterans Home - Ivins,160 North 200 East,Ivins,UT,84738,4356345220,260,Washington,Y,For profit - Corporation,108,104.2,,Medicare and Medicaid,N,AVALON CARE CENTER - VA IVINS LLC,2013-08-14,AVALON HEALTH CARE,57,16,3.4,2.8,3.9,4.2,N,,N,N,N,Resident,Yes,5,,3,,5,,5,,4,,5,,,,3.39580,0.83804,1.55229,2.39034,5.78613,5.35906,1.20751,0.03286,36.6,,32.6,,0,,1.12860,0.79938,1.85248,0.68639,0.54783,3.08670,2.73641,4.21775,1.04089,1.92803,7.18667,6.65622,2025-05-20,11,11,10,52,1,0,52,2023-06-28,1,1,0,4,1,0,4,40.000,,0,0.00,0,0,"160 North 200 East,Ivins,UT,84738",37.1711,-113.68,,2026-08-01,0,0,261636.0,68546.0,738694.0,650793.0,3.4,2.8,No,No,2,Mountain West
465181,Mervyn Sharp Bennion Central Utah Veterans Home,1551 North Main Street,Payson,UT,84651,8014655400,240,Utah,Y,Government - State,108,103.8,,Medicare and Medicaid,N,AVALON CARE CENTER - VA PAYSON LLC,2013-10-21,AVALON HEALTH CARE,57,16,3.4,2.8,3.9,4.2,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,5,,5,,,,3.38717,0.41534,1.88449,2.29983,5.68700,5.19429,1.43567,0.05393,33.7,,22.9,,0,,1.08180,0.76623,1.77566,0.65793,0.52511,2.95869,2.62293,4.38905,0.53819,2.44190,7.36915,6.73070,2026-04-13,1,1,0,4,1,0,4,2024-03-28,5,5,1,32,1,0,32,11.000,,0,0.00,0,0,"1551 North Main Street,Payson,UT,84651",40.0545,-111.73,,2026-08-01,0,0,262655.0,100006.0,630464.0,672318.0,3.4,2.8,No,No,2,Mountain West
475032,Vermont Veterans' Home,325 North Street,Bennington,VT,05201,8024476510,010,Bennington,N,Government - State,177,83.3,,Medicare and Medicaid,N,VERMONT VETERANS' HOME,1989-03-13,,,,,,,,N,,N,N,N,Both,Yes,1,,3,,1,,1,,,2,1,25,25,6,,,,,,,,,29.2,,12.5,,1,,,,,,,,,,,,,,2026-03-11,7,6,1,68,1,0,68,2025-01-29,5,3,3,28,1,0,28,58.000,,1,8278.00,0,1,"325 North Street,Bennington,VT,05201",42.885,-73.197,,2026-08-01,0,0,574236.0,62529.0,682284.0,959276.0,,,No,No,2,Northeast
495274,Davis and McDaniel Veterans Care Center,4550 SHENANDOAH AVE N W,ROANOKE,VA,24017,5409822860,801,Roanoke City,Y,Government - State,180,183.1,,Medicare and Medicaid,N,VIRGINIA VETERANS CARE CENTER,1992-11-17,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,5,,,,2.46796,0.72597,0.79581,1.52178,3.98975,3.35566,0.46849,0.05691,28.7,,20.0,,1,,1.13204,0.80181,1.85812,0.68848,0.54950,3.09610,2.74474,3.05603,0.89896,0.98544,4.94042,4.15525,2026-01-08,3,3,0,16,1,0,16,2022-01-27,1,1,0,4,1,0,4,13.000,,0,0.00,0,0,"4550 SHENANDOAH AVE N W,ROANOKE,VA,24017",37.2794,-80.013,,2026-08-01,0,0,1665995.0,869727.0,1689662.0,2347208.0,,,No,No,2,Southeast
495393,SITTER AND BARFOOT VETERANS CARE CENTER,1601 BROADROCK BLVD,RICHMOND,VA,23224,8043718000,791,Richmond City,Y,Government - State,200,168.4,,Medicare and Medicaid,N,SITTERBARFOOT VETERANS CARE CENTER,2008-01-25,,,,,,,,N,,N,N,N,Both,Yes,5,,3,,5,,5,,5,,5,,,,3.18772,0.93243,0.79450,1.72693,4.91465,4.06617,0.53164,0.12030,24.4,,25.8,,1,,1.19792,0.84847,1.96626,0.72855,0.58148,3.27629,2.90449,3.73020,1.09110,0.92971,5.75101,4.75814,2025-06-05,5,5,0,28,1,0,28,2021-05-02,13,12,1,206,1,0,206,72.500,,0,0.00,0,0,"1601 BROADROCK BLVD,RICHMOND,VA,23224",37.494,-77.47,,2026-08-01,0,0,1069356.0,656968.0,1626494.0,1400493.0,,,No,No,2,Southeast
495433,JONES & CABACOY VETERANS CARE CENTER,2641 NIMMO PARKWAY,VIRGINIA BEACH,VA,23456,7572633077,921,Virginia Beach City,Y,Government - State,128,120.9,,Medicare and Medicaid,N,JONES & CABACOY VETERANS CARE CENTER,2024-01-18,,,,,,,,N,,N,Y,N,,Yes,,1,,1,,1,,1,,1,,1,,,2.71806,0.99118,0.88230,1.87347,4.59153,3.99460,0.56490,0.13825,29.3,,36.8,,0,,1.17620,0.83309,1.93060,0.71534,0.57093,3.21687,2.85181,,,,,,2024-01-18,,,,,,,,,,,,,,,,,,0,0.00,0,0,"2641 NIMMO PARKWAY,VIRGINIA BEACH,VA,23456",36.7532,-76.065,,2026-08-01,0,0,526300.0,483450.0,972282.0,923411.0,,,No,No,2,Southeast
505509,Spokane Veterans Home,222 EAST FIFTH,SPOKANE,WA,99202,5093445770,310,Spokane,Y,Government - State,100,97.4,,Medicare and Medicaid,N,DEPARTMENT OF VETERANS AFFAIRS SPOKANE VETERANS HOME,2001-11-21,,,,,,,,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,,2,5,,,,2.61451,0.01785,1.38512,1.40297,4.01747,3.63374,1.10767,0.04714,34.8,,21.9,,0,,1.39531,0.98828,2.29025,0.84860,0.67729,3.81614,3.38308,2.62663,0.01793,1.39154,4.03610,3.65059,2025-03-25,13,12,1,64,1,0,64,2024-03-14,18,10,10,72,1,0,72,66.000,,0,0.00,0,0,"222 EAST FIFTH,SPOKANE,WA,99202",47.6518,-117.41,,2026-08-01,0,0,245190.0,31013.0,722818.0,418642.0,,,No,No,2,Pacific
505516,Washington Soldiers Home,1301 ORTING-KAPOWSIN HWY E,ORTING,WA,98360,3608934515,260,Pierce,Y,Government - State,97,89.2,,Medicare and Medicaid,N,STATE OF WASHINGTON WASHINGTON SOLDIERS HOME,2007-01-01,,,,,,,,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,,2,4,,,,2.76593,0.85325,0.65098,1.50423,4.27016,3.78587,0.45356,0.06007,40.7,,33.3,,0,,1.28793,0.91223,2.11400,0.78329,0.62516,3.52246,3.12272,3.01043,0.92868,0.70853,4.64764,4.12054,2025-08-29,14,14,0,84,1,0,84,2024-07-18,13,12,1,60,1,0,60,78.000,,1,10358.00,0,1,"1301 ORTING-KAPOWSIN HWY E,ORTING,WA,98360",47.0823,-122.21,,2026-08-01,0,0,377876.0,55252.0,1276696.0,305688.0,,,No,No,2,Pacific
505517,Washington Veteran Home-Retsil,1141 BEACH DRIVE,PT ORCHARD,WA,98366,3608954700,170,Kitsap,Y,Government - State,240,231.6,,Medicare and Medicaid,N,"STATE OF WASHINGTON, WASHINGTON VETERANS HOMES",2007-03-01,,,,,,,,N,,N,N,N,Resident,Yes,4,,3,,4,,4,,4,,5,,,,2.46836,0.50936,0.90583,1.41520,3.88356,3.55261,0.72375,0.03204,45.1,,26.1,,0,,1.30204,0.92222,2.13716,0.79188,0.63202,3.56106,3.15694,2.65744,0.54838,0.97522,4.18104,3.82474,2026-05-11,16,15,1,84,1,0,84,2025-04-28,28,15,13,152,1,0,152,101.000,,1,23920.00,1,2,"1141 BEACH DRIVE,PT ORCHARD,WA,98366",47.5467,-122.61,,2026-08-01,0,0,861513.0,156630.0,2224785.0,1168252.0,,,No,No,2,Pacific
505530,WASHINGTON STATE WALLA WALLA VETERANS HOME,92 WAINWRIGHT DRIVE,WALLA WALLA,WA,99362,5093946800,350,Walla Walla,Y,Government - State,80,77.4,,Medicare and Medicaid,N,WASHINGTON STATE WALLA WALLA VETERANS HOME,2018-03-05,,,,,,,,N,,N,N,N,Resident,Yes,4,,3,,4,,4,,,2,5,,,,4.68511,0.02974,1.69313,1.72287,6.40798,5.74908,1.38889,0.01045,22.8,,26.5,,0,,1.36969,0.97013,2.24820,0.83302,0.66485,3.74607,3.32095,4.79488,0.03044,1.73280,6.55812,5.88378,2026-02-27,14,8,6,80,1,0,80,2024-12-16,13,9,4,56,1,0,56,74.000,0,1,10358.00,0,1,"92 WAINWRIGHT DRIVE,WALLA WALLA,WA,99362",46.0421,-118.3,,2026-08-01,0,0,376055.0,73954.0,598728.0,500878.0,,,No,No,2,Pacific
525622,Soldiers Grove Health Services,101 Sunshine Blvd.,Soldiers Grove,WI,54655,6086245244,110,Crawford,N,For profit - Corporation,50,36.5,,Medicare and Medicaid,N,NSH SOLDIERS GROVE LLC,1997-08-01,NORTH SHORE HEALTHCARE,377,59,2.7,2.8,3.4,2.5,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,3,,4,,,,2.21892,0.39360,1.03854,1.43214,3.65106,3.21281,0.67621,0.01663,8.8,,0.0,,0,,1.37246,0.97210,2.25275,0.83471,0.66620,3.75365,3.32768,2.26632,0.40201,1.06073,3.72906,3.28144,2025-07-21,9,9,0,92,1,0,92,2024-05-09,12,4,8,72,1,0,72,87.000,,0,0.00,0,0,"101 Sunshine Blvd.,Soldiers Grove,WI,54655",43.39,-90.767,,2026-08-01,0,0,,163138.0,7124.0,410479.0,2.7,2.8,No,No,2,Midwest
525688,WI VETERANS HOME-BOLAND HALL,21425 E SPRING ST,UNION GROVE,WI,53182,2628786702,500,Racine,Y,Government - State,158,61.4,,Medicare and Medicaid,N,STATE OF WISCONSIN,2006-12-01,,,,,,,,N,SFF Candidate,Y,N,N,Resident,Yes,1,,1,,1,,1,,,2,5,,,,3.65525,0.41950,1.95572,2.37522,6.03047,5.56354,1.66674,0.02216,51.4,,39.4,,4,,1.15208,0.81600,1.89101,0.70067,0.55922,3.15091,2.79333,4.44749,0.51042,2.37960,7.33752,6.76938,2026-04-22,19,4,15,516,1,0,516,2025-01-09,23,6,17,278,1,0,278,456.500,,6,281174.00,2,8,"21425 E SPRING ST,UNION GROVE,WI,53182",42.6986,-88.076,,2026-08-01,0,0,,,,,,,No,No,4,Midwest
525708,WI VETERANS HOME AT CHIPPEWA FALLS,2175 E PARK AVE,CHIPPEWA FALLS,WI,54729,7157206775,080,Chippewa,Y,Government - State,72,68.8,,Medicare and Medicaid,N,STATE OF WISCONSIN,2013-02-13,,,,,,,,N,,N,N,N,Both,Yes,5,,4,,5,,5,,,2,5,,,,2.42942,0.29098,1.22234,1.51332,3.94273,3.63161,0.90427,0.00965,37.6,,27.6,,0,,1.05187,0.74503,1.72654,0.63973,0.51058,2.87685,2.55037,3.23757,0.38777,1.62896,5.25429,4.83967,2025-06-12,5,5,1,20,1,0,20,2024-04-11,4,3,1,16,1,0,16,19.000,,0,0.00,0,0,"2175 E PARK AVE,CHIPPEWA FALLS,WI,54729",44.9298,-91.358,,2026-08-01,0,0,,,,,,,No,No,4,Midwest
525718,WI Veterans Home Moses Hall,210 Cumberlidge Ave,King,WI,54946,7152585586,670,Waupaca,N,Government - State,192,184.1,,Medicare and Medicaid,N,STATE OF WISCONSIN,2015-03-01,,,,,,,,N,,N,N,N,Resident,Yes,5,,3,,5,,5,,,2,5,,,,3.40118,0.68374,1.01744,1.70118,5.10236,4.59317,0.71541,0.01634,32.6,,19.3,,2,,1.11496,0.78971,1.83008,0.67810,0.54120,3.04939,2.70333,4.27613,0.85963,1.27917,6.41494,5.77476,2026-06-17,5,1,4,68,1,0,68,2025-03-19,9,6,3,56,1,0,56,65.000,,1,23520.00,0,1,"210 Cumberlidge Ave,King,WI,54946",44.3585,-89.119,22,2026-08-01,0,0,619600.0,106174.0,1272756.0,863640.0,,,No,No,2,Midwest
525719,WI Veterans Hm Ainsworth Hall,N2665 Cty Rd QQ,King,WI,54946,7152585586,670,Waupaca,N,Government - State,198,98.6,,Medicare and Medicaid,N,STATE OF WISCONSIN,2015-03-01,,,,,,,,N,,N,N,N,Both,Yes,5,,3,,5,,5,,,2,5,,,,3.89966,0.66501,1.25930,1.92431,5.82397,5.21198,0.80073,0.00561,26.9,,14.3,,1,,1.18951,0.84251,1.95245,0.72344,0.57739,3.25328,2.88408,4.59557,0.78368,1.48403,6.86328,6.14208,2025-03-19,10,10,0,48,1,0,48,2024-01-31,1,1,0,16,1,0,16,40.000,,0,0.00,0,0,"N2665 Cty Rd QQ,King,WI,54946",44.3585,-89.119,22,2026-08-01,0,0,,,,,,,No,No,4,Midwest
535061,Wyoming Veterans' Skilled Nursing Facility,700 Veteran's Lane,Buffalo,WY,82834,3076845511,090,Johnson,N,Government - State,36,20.9,,Medicare and Medicaid,N,STATE OF WYOMING,2024-08-30,,,,,,,,N,,Y,N,N,Resident,Yes,2,,2,,3,,3,,,2,4,,,,4.61302,1.25958,2.00756,3.26714,7.88017,6.74640,1.26094,0.00431,,26,,26,,26,1.12711,0.79832,1.85003,0.68549,0.54710,3.08262,2.73279,5.73720,1.56653,2.49680,9.80053,8.39046,2026-01-23,9,9,4,76,1,0,76,2024-07-26,7,7,0,48,1,0,48,69.000,,0,0.00,1,1,"700 Veteran's Lane,Buffalo,WY,82834",44.3351,-106.74,,2026-08-01,0,0,,,,,,,No,No,4,Mountain West
555095,VETERANS HOME OF CALIFORNIA - YOUNTVILLE -  SNF,100 CALIFORNIA DRIVE,YOUNTVILLE,CA,94599,7079444600,380,Napa,Y,Government - State,274,162.8,,Medicare and Medicaid,N,VETERANS HOME OF CALIFORNIA,1978-08-01,,,,,,,,N,,N,N,N,Resident,Yes,5,,4,,2,,3,,1,,5,,,,4.32545,0.52256,2.16958,2.69214,7.01759,5.98344,1.47059,0.02495,26.2,,18.8,,1,,1.07364,0.76045,1.76227,0.65297,0.52115,2.93638,2.60315,5.64744,0.68228,2.83267,9.16239,7.81217,2026-03-26,6,6,0,36,1,0,36,2025-03-07,17,8,9,104,1,0,104,53.000,,0,0.00,0,0,"100 CALIFORNIA DRIVE,YOUNTVILLE,CA,94599",38.3944,-122.36,,2026-08-01,0,0,3378079.0,2788452.0,7379482.0,7005574.0,,,No,No,2,Pacific
555795,Veterans Home Of California - Chula Vista,700 EAST NAPLES COURT,CHULA VISTA,CA,91911,6194826010,470,San Diego,Y,Government - State,180,110.2,,Medicare and Medicaid,N,VETERANS HOME OF CALIFORNIA-CHULA VISTA,2002-07-18,,,,,,,,Y,,N,N,N,Both,Yes,5,,4,,4,,4,,,2,5,,,,3.18613,0.61354,1.00489,1.61843,4.80456,4.23612,0.71029,0.08341,17.3,,22.2,,0,,1.24422,0.88127,2.04226,0.75672,0.60395,3.40293,3.01675,3.58958,0.69123,1.13214,5.41295,4.77253,2026-01-16,7,3,4,36,1,0,36,2025-01-30,21,11,10,108,1,0,108,54.000,0,1,8018.00,0,1,"700 EAST NAPLES COURT,CHULA VISTA,CA,91911",32.6218,-117.03,,2026-08-01,0,0,1192838.0,784509.0,3015378.0,3143299.0,,,No,No,2,Pacific
555853,Veterans Home Of California - Barstow,100 EAST VETERANS PARKWAY,BARSTOW,CA,92311,7602526288,460,San Bernardino,Y,Government - State,60,38.9,,Medicare and Medicaid,N,VETERANS HOME OF CALIFORNIA BARSTOW,2008-10-28,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,5,,5,,,2,5,,,,3.52559,0.92722,1.22133,2.14856,5.67415,5.04674,0.76756,0.00160,22.9,,28.6,,2,,1.14287,0.80948,1.87590,0.69507,0.55475,3.12572,2.77100,4.32430,1.13728,1.49802,6.95961,6.19005,2026-04-23,1,1,0,4,1,0,4,2025-05-01,5,4,1,28,1,0,28,10.000,,0,0.00,0,0,"100 EAST VETERANS PARKWAY,BARSTOW,CA,92311",34.8677,-117.02,,2026-08-01,0,0,601358.0,474521.0,1584103.0,1693940.0,,,No,No,2,Pacific
